,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
308,Isayanora,🇦🇲 in 🇯🇴 Communication Specialist at the UNDP Regional Bureau for Arab States🇺🇳 and dedicated to helping the people and the planet. Views are my own.,Hashemite Kingdom of Jordan,659,1032,5577,5,"The region contains 1⃣4⃣ of the world’s 2⃣0⃣ most water-stressed countries and hosts 2⃣6⃣ million refugees &amp; internally displaced persons.

Together, conflict and #climatechange, undermine human security &amp; risk regress in #genderequality.

@khalida_bouzar #IWD2021 https://t.co/l1A0TjdKv6",[]
309,Isayanora,🇦🇲 in 🇯🇴 Communication Specialist at the UNDP Regional Bureau for Arab States🇺🇳 and dedicated to helping the people and the planet. Views are my own.,Hashemite Kingdom of Jordan,659,1032,5577,3,"In the Arab States, 5⃣0⃣% of the refugee population is female, &amp; at least a third of the refugee households are female-headed.

Women carry triple burdens as they are disproportionately impacted by #climatechange, forced displacement, and #COVID19!

@SujalaPant 

#IWD2021 https://t.co/s9kPlvrBJ5",[]
310,Isayanora,🇦🇲 in 🇯🇴 Communication Specialist at the UNDP Regional Bureau for Arab States🇺🇳 and dedicated to helping the people and the planet. Views are my own.,Hashemite Kingdom of Jordan,659,1032,5577,2,"Deep-rooted #gender inequalities and discrimination are at risk of deepening in contexts where the impacts of:

🔹#Climatechange
🔹#COVID19 pandemic 
🔹Displacement 

INTERSECT!

@SujalaPant #IWD2021 https://t.co/bhyPlSEhT1",['gender']
311,GreenpeaceNL,"We geloven dat een groene, duurzame wereld nodig, beter en haalbaar is. Samen met jou krijgen we dit voor elkaar.","Amsterdam, Nederland",5926,31074,20082,10,"When there's a will, there's a way...

If we landed on top of your building, @ecb, you can cut out toxic assets and change fiscal rules to tackle the #ClimateEmergency we face.

@Lagarde @Isabel_Schnabel @FrankElderson we will be watching! https://t.co/kF3srzde8X",[]
312,GleadlessVTrees,"Sheffield Street Tree campaign. Interested in supporting similar campaigners & helping to fight climate change. Other interests: nature, theatre & history",Sheffield,2176,2142,25202,126,What future do we want for our Uplands in @peakdistrict ? One where grouse moors are burnt or where we let our Uplands become wilder and rowan trees begin to regenerate across the landscape? Which is better to deal with #ClimateEmergency and #BiodiversityCrisis I wonder hmmm? https://t.co/Dxlmf7CGnJ,[]
313,Eco1stArt,"Featuring the most stunning eco friendly items on the planet: fine art, furniture, jewelry & apparel.Connecting ecological & innovative artists worldwide.",USA,582,3797,202819,1,"Murdoch media has hurt people and the country 
#Australia #ClimateAction #ClimateCrisis #FFF #fridaysforfuture #schoolstrike4climate #ExtinctionRebellion https://t.co/Oszgn3YfyM","['Australia', 'ClimateAction', 'ClimateCrisis', 'FFF', 'fridaysforfuture']"
314,GB_Survival,"Survival, history, thrillers and more",,156,537,12496,0,Newly updated. Why You Need Topographic Maps and How to Read Them #apps #climatechange https://t.co/XtjhAbjH6D via @SlideShare #map #camping #hikingadventures #offroad #Jeep #JeepLife #WednesdayMotivation https://t.co/fKePUT1LTf,"['apps', 'climatechange', 'map', 'camping', 'hikingadventures', 'offroad', 'Jeep', 'JeepLife', 'WednesdayMotivation']"
315,LiveDignity1,NGO interested in human rights achievements and violations in Yemen,,204,53,3657,34,"To address the critical challenges posed by #COVID19, #climatechange, insecurity and armed attacks on schools in #Niger, @EduCannotWait just announced a new $1M grant to @UNHCRNiger. Learn more: https://t.co/lM2SR7rfoN https://t.co/TJqgEqH1n5","['COVID19', 'climatechange', 'Niger']"
316,SDGClimFacility,"Multipartner project seeking to address the nexus between climate action, SDGs and human security in the Arab region",Arab States,134,45,31,2,"Deep-rooted #gender inequalities and discrimination are at risk of deepening in contexts where the impacts of:

🔹#Climatechange
🔹#COVID19 pandemic 
🔹Displacement 

INTERSECT!

@SujalaPant #IWD2021 https://t.co/bhyPlSEhT1","['gender', 'Climatechange', 'COVID19', 'IWD2021']"
317,TCI_News,News and events in the Turks and Caicos Islands - 2 groups of islands in the Lucayan Archipelago and part of the Antilles islands. Photos copyright protected.,21°45′N 71°35′W,1706,3461,69365,2,"Read👏This👏Thread👏
One of the most informative 2min reads that neatly packages #climatechange, marine biology &amp; ecology, food webs, &amp; how to science. https://t.co/HbjnxjW072",['climatechange']
318,chiccaluciani,"Avvocato, PhD, Eclettica, Nuclearista.",,152,29,216,14,"In the face of #ClimateChange, meet some of the environmental activists that argue nuclear power is indispensable if we are to achieve net-zero emissions. 
https://t.co/ULXjilARMO",['ClimateChange']
319,form_talent,"Proudly supporting the UK towards a net zero, cleaner future | Solar | Wind | Marine | Green Energy Recruiters",Bath,395,207,332,1,"Good to see that the Government will offer a green retail savings product through NS&amp;I, which will give UK savers the opportunity to take part in efforts to tackle climate change. Much needed investment @bcm_llp #rural #greenenergy #pv #solar #investment #nsandi #climatechange https://t.co/HHn3ZPQN5k",[]
320,Laah117,Corny.,Nairobi,25,45,3046,7,"With #innovative support to #agribusiness entrepreneurs across the county, we can end poverty, eradicate hunger, promote decent work &amp; economic growth all while combating #climatechange and promoting sustainable use of land. #AgriBizKilifi @EUinKenya @denmarkinkenya @EuMordue https://t.co/4reg8cqD4g","['innovative', 'agribusiness']"
321,BryantHellan,☮️ DOMESTIC VIOLENCE VICTIM TO SURVIVOR 🍀🌼 free party's POETRY☀️ #StopLukeParole2021  HIPPY ☯️Universe production BIG LOVE #BLM🖤✊ ♻️♒ #Resisters💜🕉 #FBL🌊, England/Australia,6124,5571,10718,1,"#savethefuture #savetheplanet 
#Renewables #ClimateChange 
#windpower @ecotricity 
#tippingpoint #lofe @seaspiracy @Cowspiracy #vegetarian #Vegan @GreenpeaceUK 
woodlands gone already Fantastic Mr Fox's home destroyed!Don't #pollute the skies again ,Co2 #Respiratory illnesses 🕊 https://t.co/FWFhkadTSl","['savethefuture', 'savetheplanet', 'Renewables', 'ClimateChange', 'windpower', 'tippingpoint', 'lofe', 'vegetarian', 'Vegan', 'pollute', 'Respiratory']"
322,WinnieCheche,Environmentalist | Climate Change Activist | Traveler | Conservationist | Quality Coordinator Team Lead | Kean Communication Lead  https://t.co/6w45ouboce,"Nairobi, Kenya",3561,3571,15911,1,"Have you ever thought of the mental status of those directly affected by Natural disasters? Listen to this :
https://t.co/1wuM8rwv9d
#ClimateChange #ClimateEmergency #MentalHealth","['ClimateChange', 'ClimateEmergency', 'MentalHealth']"
323,kenofl,UK diplomat. COP 26 Ambassador for Asia/ Pacific and South Asia.,,372,1312,755,10,"Brilliant to welcome @HitachiGlobal as a new Principal Partner for #COP26

They are at the forefront of ensuring a low carbon future and have shown strong leadership in combating #ClimateChange

#ClimateAction  

https://t.co/eS5RknGnLx",['COP26']
324,JanetCBrennan,"An Author Disturbing the universe to see what happens. What the hell, it could be fun.",Arizona,64181,78137,475501,130,"RT 🔥 #NEW #NEW #NEW 🔥

🗣 C R U E L   S U M M E R 🛹🗽🌨 

Launch price still ONLY $0.99! 🎉😍 Don't wait until it goes up, DOWNLOAD now. ⬇

#youngadult #abuse #skateboarding #murder #crime #mystery #conspiracy #climatechange #dystopia #teenromance

https://t.co/xK9Qbw4bHc","['NEW', 'NEW', 'NEW']"
325,biofuelwatch,"Raising awareness of the negative impacts of industrial biofuels and bioenergy on biodiversity, human rights, food sovereignty and climate change",,6994,7826,19750,4,"Burning forests for electricity worsens #ClimateChange, degrades forests, &amp; threatens #wildlife for animals like the Red-Shouldered #Hawks, yet the UK is spending billions on burning forests through biomass subsidies. We can stop this &amp; build back better. https://t.co/GX6q3nJJKl https://t.co/TWihUIFrgM","['ClimateChange', 'wildlife']"
326,Zxcxz_xyz,"Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. zxt@zxcxz.com",,667,138,17301,0,Toyota X Prologue Teaser Possibly Announces New Zero-Emissions Electric SUV https://t.co/FlB2K8fBAV #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,"['ElectricVehicles', 'Tesla', 'EV', 'Renewables', 'ClimateChange', 'RenewableEnergy']"
327,Pothila,"BSc(1st), MSc(Distinction Edin.), PhD(KCL), FZS, FLS, FRAS & support a number of charities.",Harrow,389,578,33111,2,"From USD 50 million to 500 million, the PNA nations have ten folded their income in just a decade, making a huge difference in the life of PNA people! https://t.co/6ziD7tCF4B

#truechange #changemindset #climatechange #sustainability #fishingindustry #choosePacifical #pnatuna",[]
328,sillymickel,"#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at https://t.co/ZMLgu6wznK","Eugene, OR",56821,52936,272360,1,"@Hogan80Hogan @SpeakerPelosi @SenSchumer @AOC @YouTube when untruth has become evil

brutally, bloodily evil

truth must become

warrior

#insurrection #treason #CuomoBeseiged #DemocraticKarens #GOPTraitorsAndThieves #GOPMassMurderer #TrumpMassMurderer #climateemergency #Covid #extinction #ecocide 
#climatechange #Plutoniumdeath

40/",[]
329,elletaylor2016,"PR and Marketing Account Manager at @AstleyMedia
Co-presenter of the #ProjectPositivity podcast",East Devon,622,571,3583,1,"Spurred on my #Covid &amp; #ClimateChange, @BritSciAssoc research shows children want to make a difference in the world. We're passionate about providing #GenerationScience with the opportunities &amp; inspiration to act on their desire to change the world. #BSW21 https://t.co/S8OKyqGe8Z","['Covid', 'ClimateChange']"
330,berglund_a,EnerKey – All we need is less #allweneedisless #sustainability #energymanagement #climatechange #By2030,Örnsköldsvik,143,87,304,0,"Smartvatten, a leading player in water metering, and EnerKey, the market leader in sustainability and energy management, have entered into a partnership
 #allweneedisless #sustainability #energymanagement #climatechange #By2030
https://t.co/7sEcCRTSoD https://t.co/Q9DqfqPKfs","['allweneedisless', 'sustainability', 'energymanagement', 'climatechange', 'By2030']"
331,MasterAIV,Master program in Interdisciplinary Approaches to Life Sciences - Paris @UParisDescartes @ParisDiderot @criparis #synbio #interdisciplinarity #education,"Paris, France",486,398,957,0,"We're reading👀: a wonderful study intertwining #genetics, #climatechange, memory formation and migratory behaviors to study the evolution of migratory birds! A truly interdisciplinary gem
https://t.co/9PGvbTkvzH","['genetics', 'climatechange']"
332,SDGClimFacility,"Multipartner project seeking to address the nexus between climate action, SDGs and human security in the Arab region",Arab States,134,45,31,3,"In the Arab States, 5⃣0⃣% of the refugee population is female, &amp; at least a third of the refugee households are female-headed.

Women carry triple burdens as they are disproportionately impacted by #climatechange, forced displacement, and #COVID19!

@SujalaPant 

#IWD2021 https://t.co/s9kPlvrBJ5","['climatechange', 'COVID19', 'IWD2021']"
333,montyjaxon1,"UK Novelist: #BelieveMe, The #Blade, #Running with Finn McCool, To Hook a Gilded Bird, #Thriller #MurderMystery #HistoricalFiction #Nottingham #Norfolk","East, England",8951,8819,44691,130,"RT 🔥 #NEW #NEW #NEW 🔥

🗣 C R U E L   S U M M E R 🛹🗽🌨 

Launch price still ONLY $0.99! 🎉😍 Don't wait until it goes up, DOWNLOAD now. ⬇

#youngadult #abuse #skateboarding #murder #crime #mystery #conspiracy #climatechange #dystopia #teenromance

https://t.co/xK9Qbw4bHc","['NEW', 'NEW', 'NEW']"
334,kekadewey,Estudio Periodismo y soy una ambientalista compulsiva,,555,203,1593,573,"Healthy planet, healthy people. How slowing #ClimateChange saves lives:
https://t.co/op0MESX04p",['ClimateChange']
335,SoMeFrNL,Fries om utens.,"Loppersum, Nederland",460,365,56407,1485,"When Al Gore was born, 5000 Polar Bears flourished in the wild.

Now due to #climatechange only 30,000 remain. https://t.co/YbzlhHdzzo",['climatechange']
336,Davidd02558199,Supporter of Social Justice and the Environment. UN Sustainable Development Goals is a roadmap for life. Be aware of Cognitive Bias - its all around us.,London,1225,471,5066,3,"The Scottish Government has announced plans to establish a Net Zero Leaders Group to support state and regional governments in their climate ambitions.
@NicolaSturgeon 
@BloombergDotOrg 
@scotgov 
@COP26 
#COP26 #netzero #climate #climatechange 
https://t.co/CjudFNRu8G",[]
337,AliDormer,"Husband, Father, British ex pat living in Tokyo. Interested in Technology. Mobility and the rapidly changing world. - views my own","Tokyo-to, Japan",333,974,700,13,"Today we welcome @HitachiGlobal to the COP26 family as one of our Principal Partners 🤝

The UK #COP26 Presidency is working with businesses who are making clear commitments to tackle #ClimateChange.

Learn more:
👉 https://t.co/AmeOqZpzEs

#TogetherForOurPlanet https://t.co/8XNpgbGqRu",['COP26']
338,BCM_LLP,BCM are rural property specialists operating throughout southern England,Winchester & Isle of Wight,7,318,1150,1,"Good to see that the Government will offer a green retail savings product through NS&amp;I, which will give UK savers the opportunity to take part in efforts to tackle climate change. Much needed investment @bcm_llp #rural #greenenergy #pv #solar #investment #nsandi #climatechange https://t.co/HHn3ZPQN5k","['rural', 'greenenergy', 'pv', 'solar', 'investment', 'nsandi', 'climatechange']"
339,Kenz300zx,"Bicycles make life and cities better.  
Electric vehicles are just better than old polluting gas and diesel vehicles 
Wind and solar are the future",,812,239,49400,1,"Murdoch media has hurt people and the country 
#Australia #ClimateAction #ClimateCrisis #FFF #fridaysforfuture #schoolstrike4climate #ExtinctionRebellion https://t.co/Oszgn3YfyM","['Australia', 'ClimateAction', 'ClimateCrisis', 'FFF', 'fridaysforfuture', 'schoolstrike4climate', 'ExtinctionRebellion']"
